Region,OutageTime,Loss,Customers,RestorationTime,Cause
West,2008-01-18 21:25,3516.505758,73700.63831,2008-01-19 19:48,severe storm
West,2012-01-25 21:07,,222639.0385,2012-01-30 22:47,severe storm
SouthEast,2008-02-05 16:42,,96530.36629,2008-02-10 10:36,winter storm
SouthEast,2009-02-05 19:50,17.73496175,0,2009-02-05 22:05,winter storm
NorthEast,2009-02-06 19:56,,319253.7574,2009-02-12 20:06,winter storm
SouthEast,2010-02-05 23:51,436.669919,72100.60928,2010-02-08 01:14,winter storm
NorthEast,2012-02-15 23:52,,95141.54847,2012-02-24 09:41,winter storm
NorthEast,2008-02-02 03:45,,81908.61064,2008-02-08 09:25,winter storm
NorthEast,2011-02-12 04:34,,104625.6079,2011-02-13 03:18,winter storm
SouthEast,2011-02-14 07:30,610.9429928,107220.8172,2011-02-15 23:25,winter storm
NorthEast,2010-02-09 13:09,,59294.05287,2010-02-09 14:22,winter storm
NorthEast,2008-02-19 22:45,,235265.6387,2008-02-25 16:32,winter storm
MidWest,2011-02-20 16:57,,776972.46,2011-02-23 00:33,winter storm
SouthEast,2010-02-06 10:18,,42287.79472,2010-02-06 18:19,winter storm
NorthEast,2010-02-07 14:45,1276.589776,250865.6771,2010-02-07 17:14,winter storm
West,2011-01-04 11:52,680.0791266,,2011-01-04 20:31,equipment fault
NorthEast,2008-02-16 03:20,,233709.553,2008-02-18 17:53,winter storm
NorthEast,2008-02-29 05:06,,48657.50747,2008-03-02 06:56,winter storm
NorthEast,2011-02-15 22:16,,66794.05489,2011-02-21 11:36,winter storm
NorthEast,2008-03-05 04:38,697.8710485,678270.6807,2008-03-08 07:46,winter storm
NorthEast,2010-11-17 16:45,,114311.3074,2010-11-20 20:16,wind
NorthEast,2012-04-04 07:52,32.438897,30846.78405,2012-04-07 11:55,wind
NorthEast,2008-06-10 10:18,,143713.7228,2008-06-16 03:02,wind
NorthEast,2012-03-18 16:13,,199007.9838,2012-03-20 13:55,wind
NorthEast,2012-06-16 07:19,70.76508132,284685.0337,2012-06-19 18:21,wind
NorthEast,2008-05-09 20:57,,222160.5284,2008-05-15 15:33,wind
West,2009-05-16 23:32,234.5903318,200783.7525,2009-05-17 00:01,equipment fault
West,2012-05-09 15:37,254.5652545,,2012-05-09 16:19,equipment fault
NorthEast,2010-04-13 20:56,21.67130069,166361.9682,2010-04-16 19:17,thunder storm
SouthEast,2011-06-02 08:01,,,2011-06-02 13:22,equipment fault
SouthEast,2011-07-14 11:59,,47294.68796,2011-07-14 11:59,equipment fault
SouthEast,2009-05-07 19:00,,54779.95937,2009-05-12 02:02,thunder storm
West,2011-02-01 02:17,316.6173459,,2011-02-01 13:47,equipment fault
SouthEast,2012-05-24 15:58,,,2012-05-24 19:06,energy emergency
NorthEast,2012-05-22 07:13,288.575648,0.527140246,2012-05-31 12:36,equipment fault
MidWest,2009-05-24 00:37,,196331.2443,2009-05-24 21:30,severe storm
West,2011-07-05 00:50,2.642098793,2060.681209,2011-07-05 01:46,equipment fault
West,2008-09-11 13:16,232.1417403,23577.75373,2008-09-11 20:52,equipment fault
MidWest,2010-06-13 15:55,,109688.5523,2010-06-14 00:19,thunder storm
SouthEast,2008-04-19 13:27,,5523.295903,2008-04-19 14:00,equipment fault
NorthEast,2012-06-10 15:04,,,2012-06-10 15:17,energy emergency
SouthEast,2010-06-13 12:40,,,2010-06-13 23:43,energy emergency
SouthEast,2012-06-27 13:50,,,2012-06-27 20:27,energy emergency
SouthEast,2011-06-19 13:33,,,2011-06-19 22:54,energy emergency
SouthEast,2010-06-17 13:20,,,2010-06-17 22:34,energy emergency
MidWest,2010-06-21 01:08,,,2010-06-21 01:24,equipment fault
NorthEast,2009-06-09 19:35,,99361.11219,2009-06-11 16:58,thunder storm
NorthEast,2010-06-18 20:11,,452018.481,2010-06-20 04:05,severe storm
NorthEast,2012-06-13 22:42,,77707.02999,2012-06-14 10:06,thunder storm
NorthEast,2012-06-26 00:03,,126704.5532,2012-06-28 13:55,severe storm
NorthEast,2012-06-16 23:50,,148445.6281,2012-06-20 04:18,severe storm
NorthEast,2011-06-18 17:59,249.3765106,35195.23269,2011-06-19 09:23,thunder storm
SouthEast,2009-05-22 07:59,83.49058801,27983.69688,2009-05-22 12:13,equipment fault
NorthEast,2012-06-20 20:51,,231156.864,2012-06-23 09:39,severe storm
NorthEast,2012-06-21 22:04,,39354.7561,2012-06-22 04:53,thunder storm
NorthEast,2009-06-21 18:44,,219070.2034,2009-06-28 22:59,thunder storm
NorthEast,2012-06-16 19:21,,540849.7926,2012-06-23 16:09,thunder storm
West,2008-10-20 14:16,,,2008-10-20 16:10,equipment fault
NorthEast,2009-07-02 04:24,128.5499886,26971.39173,2009-07-02 05:38,equipment fault
NorthEast,2010-03-11 02:35,,68237.74692,2010-03-11 10:24,unknown
NorthEast,2009-07-09 23:14,709.2809788,145641.6741,2009-07-15 19:34,severe storm
MidWest,2012-07-19 02:02,,38694.5982,2012-07-21 07:37,wind
NorthEast,2010-07-19 22:57,,32237.32327,2010-07-20 00:39,thunder storm
West,2011-07-31 17:18,,,2011-08-02 19:27,energy emergency
NorthEast,2012-07-31 23:23,484.8061153,100356.3507,2012-08-05 01:43,severe storm
NorthEast,2008-07-19 19:18,,277475.2847,2008-07-23 11:59,severe storm
NorthEast,2010-07-16 19:09,717.2794592,163403.7127,2010-07-19 08:35,severe storm
SouthEast,2012-07-22 20:19,813.2782283,71257.31464,2012-07-23 00:42,severe storm
SouthEast,2010-07-25 21:41,,65973.16357,2010-07-25 23:00,thunder storm
West,2011-07-29 01:37,681.6342303,,2011-07-29 02:45,fire
West,2010-07-28 01:28,753.3195744,,2010-07-28 02:25,fire
West,2012-08-12 18:56,,,2012-08-13 03:15,energy emergency
SouthEast,2012-07-26 16:42,,,2012-07-28 04:18,energy emergency
SouthEast,2009-08-10 16:38,,,2009-08-11 23:53,energy emergency
SouthEast,2010-07-30 16:25,,,2010-08-01 00:54,energy emergency
SouthEast,2008-07-31 16:59,,,2008-08-02 04:49,energy emergency
SouthEast,2010-08-10 15:47,,,2010-08-11 01:19,energy emergency
NorthEast,2011-08-08 20:35,65.12500282,12385.23277,2011-08-11 04:31,thunder storm
NorthEast,2011-07-28 20:50,,47967.43555,2011-07-30 15:03,severe storm
NorthEast,2009-08-15 19:25,,62949.36284,2009-08-16 03:22,thunder storm
NorthEast,2012-08-07 19:55,,89711.96921,2012-08-09 05:10,thunder storm
NorthEast,2012-08-07 16:09,,,2012-08-16 21:35,energy emergency
NorthEast,2008-08-02 19:17,,33685.74051,,severe storm
NorthEast,2009-08-18 11:00,,78877.11656,2009-08-19 06:37,severe storm
SouthEast,2009-08-10 12:22,87.81818564,,2009-08-10 14:22,energy emergency
MidWest,2008-08-20 20:29,22.19990782,5994.893148,2008-08-21 03:15,energy emergency
NorthEast,2008-08-11 22:05,340.3404059,90875.08725,2008-08-14 16:28,severe storm
MidWest,2010-08-31 21:49,957.2494855,111141.3214,2010-09-01 11:02,severe storm
West,2011-09-08 02:15,41.08289031,21762.5383,2011-09-08 05:14,equipment fault
MidWest,2008-09-02 19:01,,221499.6428,2008-09-03 02:58,severe storm
SouthEast,2010-08-04 04:34,,,2010-08-04 05:03,unknown
NorthEast,2012-09-18 01:38,,177077.7195,2012-09-18 21:24,thunder storm
West,2008-06-09 09:16,654.8586971,,2008-06-10 01:56,equipment fault
NorthEast,2008-09-17 20:20,172.7984556,64782.88124,2008-09-20 03:13,thunder storm
NorthEast,2010-09-30 21:21,433.6338621,84394.34841,2010-10-04 06:01,thunder storm
West,2008-09-22 21:56,595.4261999,,2008-09-23 02:15,energy emergency
West,2008-08-29 20:25,,31624.14503,2008-09-01 01:51,wind
NorthEast,2010-10-29 12:47,,237631.6977,2010-10-31 12:11,thunder storm
MidWest,2009-08-01 11:22,,67366.55451,2009-08-03 19:21,wind
MidWest,2010-10-05 23:28,,66212.11926,2010-10-06 10:17,wind
NorthEast,2012-12-12 23:27,179.8590408,187031.7338,2012-12-14 14:40,wind
NorthEast,2009-08-07 10:13,,74402.20751,2009-08-09 05:47,wind
West,2011-08-29 08:16,14.67064733,2542.134772,2011-08-29 08:28,equipment fault
West,2008-12-31 09:06,616.6595619,,2008-12-31 11:19,equipment fault
West,2012-11-21 13:55,,,2012-11-21 15:08,equipment fault
West,2011-10-24 09:10,16.40155625,2.970901311,2011-10-24 10:46,equipment fault
NorthEast,2012-11-13 11:52,,38666.56919,2012-11-14 04:10,winter storm
MidWest,2008-11-06 21:58,,58588.38221,2008-11-07 20:12,winter storm
West,2012-01-27 15:14,498.836489,180227.5591,2012-01-27 17:04,wind
West,2009-11-20 09:32,71.68490645,53041.57548,2009-11-24 02:13,winter storm
West,2012-11-14 06:40,523.7985213,148246.5329,2012-11-16 00:15,winter storm
West,2009-01-31 10:15,23.27730069,8151.362179,2009-01-31 15:55,equipment fault
West,2009-10-25 14:16,31.24746869,10663.5066,2009-10-25 16:47,equipment fault
NorthEast,2012-12-16 21:32,122.4030559,35333.53539,2012-12-20 20:11,severe storm
West,2012-09-21 19:30,12.91226948,10326.8977,2012-09-21 19:36,equipment fault
West,2012-12-03 04:42,349.5267815,,2012-12-04 09:12,equipment fault
West,2009-12-25 12:42,272.7395959,140318.7349,2009-12-27 20:21,severe storm
SouthEast,2011-12-29 13:04,,38182.73536,2011-12-29 22:04,severe storm
NorthEast,2013-01-03 18:43,245.2358598,,,energy emergency
NorthEast,2011-12-22 18:58,0,0,2011-12-22 18:58,equipment fault
NorthEast,2009-01-11 10:41,,103458.0039,2009-01-11 15:17,winter storm
SouthEast,2012-12-04 20:47,103.2974933,15889.07659,2012-12-04 21:48,equipment fault
NorthEast,2010-11-27 10:20,0,0,2010-11-27 10:20,attack
West,2010-10-06 14:47,0,0,2010-10-06 22:09,attack
West,2013-05-22 09:29,0,0,2013-05-22 09:41,attack
NorthEast,2011-03-01 20:45,0,0,2011-03-02 05:32,attack
West,2010-12-02 20:02,0,0,2010-12-03 19:58,attack
NorthEast,2013-04-09 08:23,0,0,2013-04-10 21:52,attack
NorthEast,2012-01-23 22:01,,195370.9584,2012-01-28 10:48,winter storm
NorthEast,2011-02-05 23:12,,142484.7593,2011-02-10 01:52,winter storm
SouthEast,2012-01-29 00:44,808.7287647,199097.5725,2012-01-30 04:33,winter storm
NorthEast,2009-09-29 14:16,0,0,2009-09-29 14:16,attack
NorthEast,2011-01-24 21:58,113.0124186,,2011-01-27 01:20,energy emergency
NorthEast,2013-01-28 03:10,858.4372797,207096.0995,2013-01-30 01:29,winter storm
NorthEast,2011-01-30 20:09,,80580.76009,2011-02-01 08:38,winter storm
NorthEast,2012-01-30 02:10,,193404.8612,2012-01-30 12:34,winter storm
NorthEast,2012-02-01 08:18,,254426.3026,2012-02-04 10:08,winter storm
MidWest,2010-01-23 12:41,2095.995687,503755.7566,2010-01-24 21:21,energy emergency
West,2012-02-09 14:12,2816.288838,49405.18278,2012-02-09 17:48,energy emergency
West,2010-02-04 15:05,376.8528171,204092.1189,2010-02-05 11:20,energy emergency
SouthEast,2013-02-05 21:58,,,2013-02-07 08:55,energy emergency
West,2011-02-02 22:45,,,2011-02-03 14:52,energy emergency
NorthEast,2011-11-22 05:51,,0,2011-11-22 05:51,attack
MidWest,2013-01-30 05:21,397.2053008,83499.03313,2013-01-31 01:50,energy emergency
MidWest,2010-02-06 09:39,343.6310325,53422.37175,2010-02-06 14:57,winter storm
West,2010-02-15 05:37,0,0,2010-02-15 06:51,attack
MidWest,2010-02-17 22:43,,,2010-02-18 20:44,winter storm
West,2010-03-19 15:56,0,0,2010-03-19 15:56,attack
West,2011-02-20 09:29,85.44678881,81376.37047,2011-02-23 05:47,severe storm
West,2009-02-04 06:47,0,0,2009-02-11 17:13,attack
NorthEast,2012-02-14 17:42,,74991.62749,2012-02-15 12:54,severe storm
NorthEast,2013-05-23 10:06,0,0,2013-05-23 10:06,attack
NorthEast,2009-02-15 21:19,339.7786059,214025.3255,2009-02-18 13:14,winter storm
SouthEast,2009-04-04 06:26,4.418784013,,2009-04-04 06:30,equipment fault
SouthEast,2013-03-07 20:39,,28876.30793,2013-03-08 00:06,severe storm
NorthEast,2013-02-17 20:24,,75566.88696,2013-02-19 03:27,severe storm
West,2012-02-17 16:07,84.79958288,82755.28757,2012-02-21 02:22,winter storm
West,2012-05-07 06:13,0,0,2012-05-07 06:27,attack
NorthEast,2013-03-06 13:02,538.1761199,,2013-03-10 11:15,energy emergency
West,2011-11-13 17:50,,0,2011-11-16 18:52,attack
NorthEast,2009-03-17 12:16,843.6648706,,,energy emergency
MidWest,2010-03-21 06:23,,,2010-03-21 18:49,attack
West,2012-03-14 14:04,11.93108927,5844.19284,2012-03-14 17:18,energy emergency
West,2013-03-19 20:25,,7618.289102,2013-03-21 08:36,severe storm
NorthEast,2009-03-10 02:47,,,2009-03-10 14:04,attack
MidWest,2011-05-09 13:37,,,2011-05-09 15:04,attack
NorthEast,2009-06-09 22:45,,,2009-06-10 03:29,attack
NorthEast,2012-02-23 03:17,,,2012-02-23 07:43,attack
West,2012-03-27 06:46,74.74210053,97478.18049,2012-04-03 01:08,severe storm
West,2009-03-27 16:49,,67128.11552,2009-03-28 14:24,severe storm
West,2011-03-16 19:25,117.6152217,48199.90364,2011-03-16 22:16,severe storm
NorthEast,2013-01-21 20:31,,,2013-01-21 21:25,attack
NorthEast,2013-03-17 22:10,,64213.18079,2013-03-18 09:50,severe storm
West,2013-06-21 21:28,374.4597284,185690.1154,2013-06-22 00:57,equipment fault
SouthEast,2010-03-31 18:35,,62324.70393,2010-04-02 13:25,severe storm
SouthEast,2012-03-29 15:33,204.3507216,84457.95361,2012-03-29 21:11,severe storm
SouthEast,2012-03-17 13:49,0,0,2012-03-19 16:56,attack
SouthEast,2012-04-05 16:05,303.0199656,46256.98737,2012-04-08 13:32,severe storm
SouthEast,2010-04-02 16:40,238.4952663,45296.36295,2010-04-03 09:05,severe storm
SouthEast,2009-04-03 17:42,372.5909599,98940.9369,2009-04-07 10:12,severe storm
SouthEast,2009-03-31 22:45,,72239.54856,2009-04-02 03:17,severe storm
NorthEast,2011-03-25 22:53,,46844.01342,2011-03-26 23:38,severe storm
SouthEast,2012-04-05 01:14,710.2617898,316383.6855,2012-04-06 14:05,severe storm
SouthEast,2010-03-31 05:54,1603.167138,300653.3136,2010-04-04 03:07,severe storm
NorthEast,2010-02-02 07:57,0,0,2010-02-02 07:57,attack
West,2012-02-24 15:16,0,0,2012-02-24 15:33,attack
SouthEast,2010-04-22 18:04,,281126.465,2010-04-23 16:49,severe storm
SouthEast,2012-04-18 00:05,,60594.19263,2012-04-18 02:21,severe storm
West,2009-03-27 10:05,0,0,2009-03-27 12:45,attack
SouthEast,2013-04-18 02:37,114.811823,70169.99852,2013-04-18 06:32,severe storm
SouthEast,2012-04-26 03:02,232.4829064,75962.79157,2012-04-27 17:09,severe storm
SouthEast,2009-04-15 03:19,26.02564852,,2009-04-16 07:43,severe storm
NorthEast,2011-07-21 13:17,,145252.9385,2011-07-23 02:53,wind
SouthEast,2013-08-14 01:43,45.53236877,16812.76519,2013-08-14 01:48,equipment fault
West,2009-03-18 17:15,0,0,2009-03-19 03:07,attack
NorthEast,2012-12-23 14:10,,,2012-12-30 21:43,attack
SouthEast,2009-04-13 00:58,0,76334.64273,2009-04-13 03:03,severe storm
SouthEast,2013-02-05 16:15,112.4324317,,2013-02-05 17:21,equipment fault
SouthEast,2011-05-02 21:16,,89891.38164,2011-05-04 03:25,severe storm
SouthEast,2013-04-22 09:53,69.59565056,,2013-04-23 02:20,severe storm
SouthEast,2010-04-17 14:09,,35294.74517,2010-04-20 10:39,severe storm
West,2010-01-24 12:54,0,0,2010-01-24 13:41,attack
SouthEast,2009-04-27 22:03,72.05252799,19007.25902,2009-04-29 19:02,severe storm
SouthEast,2013-04-21 11:49,780.4929393,234137.953,2013-04-27 18:06,severe storm
SouthEast,2010-05-03 13:56,,367138.9773,2010-05-06 15:16,severe storm
SouthEast,2011-04-28 01:42,0,62769.14164,2011-04-28 12:06,severe storm
NorthEast,2012-04-29 09:17,,68197.4073,2012-05-02 04:03,severe storm
West,2012-01-13 07:03,1094.826395,,2012-01-13 07:03,equipment fault
NorthEast,2009-03-08 02:19,0,0,2009-03-08 02:19,attack
West,2009-08-25 23:31,0,0,2009-08-26 00:38,attack
NorthEast,2012-05-13 01:40,0,0,2012-05-15 01:22,attack
NorthEast,2013-08-27 21:15,0,0,2013-08-27 21:29,attack
NorthEast,2012-03-22 14:50,0,0,2012-03-22 16:52,attack
NorthEast,2012-07-12 16:12,0,0,2012-07-12 16:12,attack
West,2013-08-06 00:18,0,0,2013-08-06 03:01,attack
NorthEast,2013-05-26 23:31,,0,2013-05-26 23:31,attack
NorthEast,2009-07-21 06:01,0,0,2009-07-21 06:01,attack
NorthEast,2011-02-26 10:27,405.6203147,,2011-02-26 12:14,attack
NorthEast,2011-05-04 02:15,,43339.02138,2011-05-04 20:17,severe storm
NorthEast,2009-06-14 09:36,0,0,2009-06-14 10:16,attack
NorthEast,2011-07-14 18:53,794.3601799,115520.7863,2011-07-16 22:38,equipment fault
MidWest,2011-05-23 21:04,0,0,2011-05-25 03:02,attack
West,2010-05-30 23:04,0,0,2010-05-30 23:04,attack
NorthEast,2013-07-21 01:27,0,0,2013-07-21 01:43,attack
SouthEast,2012-05-14 04:32,212.6069501,54025.14686,2012-05-14 15:13,severe storm
West,2010-05-02 05:31,0,0,2010-05-02 05:31,attack
West,2010-05-16 16:50,35.26491896,,2010-05-17 07:54,attack
SouthEast,2012-05-31 21:21,206.8147452,20114.61629,2012-06-06 03:28,severe storm
NorthEast,2013-05-27 20:34,1127.146618,221241.5651,2013-05-31 03:36,severe storm
SouthEast,2010-05-29 16:31,,64592.09106,2010-05-30 21:06,severe storm
SouthEast,2013-05-21 20:43,,59924.22033,2013-05-24 00:34,severe storm
SouthEast,2012-05-23 20:32,829.3896742,193773.9189,2012-05-24 13:30,severe storm
NorthEast,2009-01-25 19:56,0,0,2009-01-26 22:40,attack
NorthEast,2009-05-25 02:27,165.4619208,127072.5866,2009-05-26 19:24,severe storm
NorthEast,2012-05-30 00:14,158.9435829,136732.0117,2012-05-30 14:44,severe storm
SouthEast,2009-05-30 22:40,499.0976659,135991.8731,2009-06-01 20:35,severe storm
SouthEast,2009-03-02 01:21,35.90769651,10249.94077,2009-03-02 08:47,equipment fault
NorthEast,2011-06-05 22:39,176.5414568,68123.19536,2011-06-07 04:41,severe storm
SouthEast,2010-06-08 03:46,0,36811.39986,2010-06-09 20:19,severe storm
West,2011-09-22 02:42,,551.2497362,2011-09-22 04:13,attack
MidWest,2009-06-01 10:30,338.4970036,58513.96628,2009-06-02 14:10,thunder storm
West,2013-06-11 01:13,14.94814779,8455.535206,2013-06-11 01:49,equipment fault
SouthEast,2010-05-30 04:31,595.1702666,226064.916,2010-05-30 07:11,energy emergency
SouthEast,2012-06-05 18:47,,18820.49298,2012-06-08 05:05,energy emergency
NorthEast,2011-06-16 17:55,,39983.02507,2011-06-17 08:10,severe storm
West,2010-03-19 22:25,,,2010-03-19 22:25,attack
NorthEast,2010-05-31 08:10,,233828.704,2010-05-31 18:28,thunder storm
West,2012-10-07 10:06,0,0,2012-10-07 10:06,attack
NorthEast,2012-06-16 21:50,0,54883.75233,2012-06-17 15:16,thunder storm
NorthEast,2009-06-11 22:54,299.5598502,67520.57531,2009-06-12 00:50,thunder storm
West,2011-06-06 17:39,,,2011-06-07 05:54,attack
SouthEast,2009-06-08 23:31,484.9021688,151262.5945,2009-06-09 08:10,thunder storm
SouthEast,2010-06-18 23:32,165.041967,34120.61467,2010-06-19 04:02,thunder storm
SouthEast,2010-06-17 19:43,272.5856005,79362.78069,2010-06-19 03:52,thunder storm
SouthEast,2013-06-19 20:58,,,2013-06-21 20:13,energy emergency
SouthEast,2012-06-16 20:41,260.4198792,65790.33967,2012-06-17 00:30,thunder storm
West,2009-05-28 00:38,0,0,2009-05-28 00:38,attack
NorthEast,2010-06-25 22:31,,40865.09549,2010-06-26 10:15,severe storm
NorthEast,2010-06-12 01:53,,319956.7593,2010-06-13 16:48,thunder storm
SouthEast,2013-06-13 13:40,,143749.757,2013-06-13 13:40,severe storm
SouthEast,2009-06-30 23:14,447.5437543,115260.3912,2009-07-01 06:40,thunder storm
West,2009-08-29 17:42,0,0,2009-08-29 17:42,attack
NorthEast,2009-03-05 08:08,0,0,2009-03-05 09:22,attack
SouthEast,2009-06-21 22:31,259.3966903,71937.76784,2009-06-22 02:07,thunder storm
SouthEast,2013-07-02 20:51,,,2013-07-03 08:30,energy emergency
SouthEast,2013-06-24 22:02,449.6150464,122999.6196,2013-06-25 20:34,thunder storm
SouthEast,2012-07-03 03:52,,47137.04108,2012-07-05 21:15,thunder storm
MidWest,2009-06-21 20:20,0,0,2009-06-21 23:55,energy emergency
West,2012-08-24 14:15,,,2012-08-24 14:15,attack
SouthEast,2012-06-19 15:41,0,0,2012-06-19 23:34,energy emergency
West,2012-07-16 08:37,7516.751311,214501.7553,2012-07-16 15:10,equipment fault
NorthEast,2012-07-11 02:35,,136306.7336,2012-07-11 13:46,severe storm
West,2013-08-16 21:26,0,0,2013-08-16 21:26,attack
NorthEast,2009-10-28 01:41,0,0,2009-10-28 01:42,attack
NorthEast,2011-09-16 10:34,,0,2011-09-16 18:45,attack
MidWest,2011-07-04 21:50,,54136.87185,2011-07-06 18:12,severe storm
NorthEast,2009-07-12 00:08,,244184.0762,2009-07-17 07:53,severe storm
SouthEast,2011-07-06 22:00,120.4235416,39894.05253,2011-07-06 23:52,severe storm
West,2010-05-07 15:56,0,0,2010-05-07 16:42,attack
NorthEast,2013-10-26 22:51,,,2013-10-26 22:51,attack
MidWest,2011-05-03 04:23,0,0,2011-05-03 04:23,attack
NorthEast,2011-07-16 20:05,,,2011-07-20 19:48,attack
NorthEast,2012-07-16 13:02,,691275.5272,2012-07-16 13:02,severe storm
NorthEast,2012-07-08 13:19,282.844258,119765.471,2012-07-08 15:02,severe storm
NorthEast,2013-07-18 15:33,,63160.47768,2013-07-19 06:55,severe storm
NorthEast,2010-08-14 02:51,0,0,2010-08-14 02:51,attack
NorthEast,2011-04-12 02:28,,0,2011-04-12 02:28,attack
NorthEast,2013-07-13 18:15,,138853.0705,2013-07-15 04:00,severe storm
NorthEast,2012-10-25 13:27,,0,2012-10-25 13:27,attack
West,2011-08-11 09:02,,,2011-08-11 10:45,attack
West,2010-07-10 00:00,779.1930297,,2010-07-10 06:13,energy emergency
MidWest,2010-07-18 15:44,0,0,2010-07-18 23:32,energy emergency
NorthEast,2009-07-09 21:04,,120359.9832,2009-07-15 17:05,severe storm
NorthEast,2012-06-10 21:18,,,2012-06-10 23:28,attack
West,2010-11-13 17:32,,,2010-11-13 22:04,attack
NorthEast,2010-07-25 16:36,11638.0592,,2010-07-26 07:24,energy emergency
SouthEast,2013-07-31 17:11,,,2013-07-31 18:35,energy emergency
NorthEast,2013-08-01 15:13,,,2013-08-01 22:19,energy emergency
NorthEast,2013-07-19 15:34,210.099192,20028.01288,2013-07-19 22:45,energy emergency
NorthEast,2010-07-26 06:50,,214754.0845,2010-07-27 15:19,severe storm
NorthEast,2011-04-06 03:49,0,0,2011-04-06 04:30,attack
SouthEast,2009-05-17 11:07,0,0,2009-05-17 11:07,attack
West,2010-08-16 14:54,,,2010-08-16 14:55,attack
SouthEast,2013-08-07 11:22,,,2013-08-08 21:13,energy emergency
NorthEast,2010-07-31 04:01,,228421.4462,2010-08-02 02:36,severe storm
NorthEast,2013-09-25 09:27,,,2013-09-25 09:27,attack
West,2010-10-14 18:20,,,2010-10-14 18:20,attack
West,2009-09-20 05:37,,,2009-09-20 12:42,attack
NorthEast,2013-08-01 00:50,,71585.82099,2013-08-02 08:18,severe storm
MidWest,2013-08-02 20:42,0,0,2013-08-06 18:29,energy emergency
West,2009-10-25 10:02,,,2009-10-25 10:02,attack
NorthEast,2013-08-12 01:24,,57024.24387,2013-08-12 13:14,severe storm
SouthEast,2013-08-04 14:01,,,2013-08-05 05:31,energy emergency
NorthEast,2013-08-11 13:40,703.2261569,,2013-08-31 23:16,energy emergency
SouthEast,2011-08-10 20:36,0,0,2011-08-11 01:07,energy emergency
SouthEast,2011-08-08 20:11,296.7306842,,2011-08-09 03:02,energy emergency
SouthEast,2010-08-14 14:48,,,2010-08-14 19:52,energy emergency
NorthEast,2011-04-29 09:08,0,0,2011-04-29 09:08,attack
SouthEast,2009-08-07 00:55,,47489.39316,2009-08-09 03:33,severe storm
SouthEast,2012-07-05 09:23,96.1563352,17209.24025,2012-07-06 05:18,equipment fault
West,2013-11-11 05:07,,,2013-11-11 09:40,attack
West,2011-04-18 09:18,,,2011-04-18 14:46,attack
SouthEast,2012-08-05 20:31,,214207.2368,2012-08-07 04:09,severe storm
West,2013-09-15 11:47,0,0,2013-09-15 13:49,attack
West,2009-09-30 18:30,,,2009-10-01 00:35,attack
NorthEast,2011-08-24 21:31,252.4655298,57429.23758,2011-08-28 21:53,severe storm
SouthEast,2013-08-22 02:49,2388.149271,971738.5376,2013-08-24 23:08,severe storm
West,2011-12-07 05:25,,,2011-12-07 10:24,attack
NorthEast,2012-12-04 17:12,0,0,2012-12-04 17:12,earthquake
SouthEast,2012-08-18 14:22,0,0,2012-08-18 22:29,energy emergency
MidWest,2013-08-22 21:31,0,0,2013-08-23 00:45,energy emergency
MidWest,2009-08-23 18:18,0,0,2009-08-26 21:21,energy emergency
MidWest,2013-09-03 12:39,623.2497503,92650.55263,2013-09-04 18:29,severe storm
SouthEast,2013-08-15 18:34,,42977.31968,2013-08-16 01:31,severe storm
NorthEast,2013-10-14 09:43,0,0,2013-10-14 09:43,attack
NorthEast,2011-08-17 04:38,,121546.3568,2011-08-19 12:15,severe storm
NorthEast,2009-09-02 04:45,,332840.3893,2009-09-03 20:43,severe storm
NorthEast,2009-08-20 02:46,,173554.4231,2042-09-18 23:31,severe storm
NorthEast,2010-09-05 02:51,,88664.88525,2010-09-06 05:47,severe storm
NorthEast,2013-08-31 02:02,161.6770706,72112.61936,2013-09-01 21:51,severe storm
NorthEast,2013-08-28 02:19,,422929.4579,2013-08-30 22:05,severe storm
NorthEast,2011-08-24 00:13,753.8902056,469504.5792,2011-09-03 08:40,severe storm
NorthEast,2012-09-03 17:05,,162261.9853,2012-09-05 15:13,severe storm
SouthEast,2009-08-22 22:48,125.9235572,81327.11353,2009-08-23 21:59,severe storm
SouthEast,2010-08-23 14:30,,1128203.033,2010-08-25 13:10,severe storm
SouthEast,2013-08-25 06:39,,215544.9719,2013-08-29 07:06,severe storm
SouthEast,2013-09-05 22:45,2.352708859,1485.264763,2013-09-06 01:12,equipment fault
NorthEast,2011-09-07 16:37,,115513.0287,2011-09-07 16:38,severe storm
NorthEast,2013-08-23 16:11,,45669.84089,2013-08-23 16:13,severe storm
NorthEast,2011-09-04 13:37,,116406.5995,2011-09-06 17:15,severe storm
NorthEast,2013-08-18 11:43,,225935.5895,2013-08-19 09:26,severe storm
NorthEast,2011-08-22 10:42,,106852.4126,2011-08-29 16:16,severe storm
NorthEast,2009-08-18 09:05,,47823.55101,2009-08-25 18:42,severe storm
NorthEast,2011-08-30 08:48,,240390.2125,2011-09-01 20:06,severe storm
NorthEast,2013-08-24 03:43,,203910.4431,2013-08-25 12:11,severe storm
NorthEast,2010-09-05 06:51,59.04176366,153750.0059,2010-09-08 03:46,severe storm
NorthEast,2009-08-31 04:35,,626813.2445,2009-09-01 07:01,severe storm
NorthEast,2013-08-25 04:32,388.318653,451891.6622,2013-08-27 20:11,severe storm
West,2011-12-14 18:04,0,0,2011-12-14 21:21,attack
NorthEast,2009-11-24 05:02,0,0,2009-11-24 05:02,attack
